alt.ath,0.0153177288712989
comp.graph,0.00981903304383277
ax,0.0639537247335524
comp.sys.ibm.pc.hardwar,0.0139137387885763
comp.sys.mac.hardwar,0.0228728537728123
comp.windows.x,0.0161460736964279
misc.forsal,0.0157871744993258
rec.auto,0.0210762044532006
rec.motorcycl,0.0248491142692131
rec.sport.basebal,0.0210772114834862
rec.sport.hockei,0.0181414348520197
sci.crypt,0.0200308559939042
sci.electron,0.0141065975966351
sci.m,0.0165319695822571
sci.spac,0.0242845964823332
soc.religion.christian,0.0182983441197286
talk.politics.gun,0.0106985084244795
armenian,0.0158957519925476
talk.politics.misc,0.0135273249102272
talk.religion.misc,0.015981708695373
jpeg,0.00662607983645422
b8f,0.012340328932147
scsi,0.0071572613821263
quadra,0.00490734339692934
xterm,0.00388048493880536
misc.forsale.computers.oth,0.00419806692351077
rec.autos.tech,0.00514789938453768
bike,0.00805726105374919
pitcher,0.00657270336958608
nhl,0.0073079869140727
comp.org.eff.talk,0.0113932297105219
gfci,0.00205748733845312
candida,0.00417940775685112
sci.astro,0.0102965241419133
christian@aramis.rutgers.edu,0.0178600097576026
firearm,0.00342089124103264
talk.politics.mideast,0.0125274085503003
stephanopoulo,0.00671921822403258
atheist,0.00324586695253291
comp.graphics.anim,0.00324479198247944
