alt.ath,0.0132596197507409
comp.graph,0.0107387696859521
comp.os.ms-windows.misc,0.0111453488750015
comp.sys.ibm.pc.hardwar,0.015087378500325
comp.sys.mac.hardwar,0.0246628338350035
comp.windows.x,0.0170336926419169
misc.forsal,0.0141231675941526
rec.auto,0.0213551459782284
rec.motorcycl,0.0249698960598441
rec.sport.basebal,0.0253855817881599
rec.sport.hockei,0.0216550841060288
sci.crypt,0.0146174681642835
sci.electron,0.0147900131564389
sci.m,0.0171802538326588
sci.spac,0.021770194489969
soc.religion.christian christian@aramis.rutgers.edu,0.016507698465896
talk.politics.gun,0.00877389088172747
talk.politics.mideast,0.00969649877273642
talk.politics.misc,0.00954835862650306
talk.religion.misc,0.0103424787583032
alt.ath christian,0.00471453146693011
comp.graph gif,0.00354105469687233
pc comp.os.ms-windows.misc,0.00297351161312721
pc comp.sys.ibm.pc.hardwar,0.00357093367874102
quadra comp.sys.mac.hardwar,0.00454357776575428
motif comp.windows.x,0.00419700470870418
misc.forsal misc.forsale.computers.oth,0.00316648473177059
rec.autos.tech,0.00322551411973701
rec.motorcycl dod,0.0172900818024696
rec.sport.basebal basebal,0.0086028916059875
rec.sport.hockei playoff,0.00870260898510935
sci.crypt encrypt,0.00814142803799926
sci.electron circuit,0.00458857588416044
rec.food.cook,0.00265263770172417
sci.astro sci.spac,0.00677294939687925
christian@aramis.rutgers.edu,0.016507698465896
waco talk.politics.gun,0.0035638205384091
talk.politics.mideast isra,0.00370066491363441
ca.polit talk.politics.misc,0.0030033438013559
alt.ath talk.religion.misc,0.0046392041740899
christian alt.ath,0.00471453146693011
gif comp.graph,0.00354105469687233
comp.os.ms-windows.misc pc,0.00297351161312721
comp.sys.ibm.pc.hardwar pc,0.00357093367874102
comp.sys.mac.hardwar quadra,0.00454357776575428
comp.windows.x motif,0.00419700470870418
misc.forsale.computers.oth misc.forsal,0.00316648473177059
rec.autos.tech rec.auto,0.00322551411973701
dod rec.motorcycl,0.0172900818024696
basebal rec.sport.basebal,0.0086028916059875
playoff rec.sport.hockei,0.00870260898510935
encrypt sci.crypt,0.00814142803799926
circuit sci.electron,0.00458857588416044
rec.food.cook sci.m,0.00265263770172417
sci.spac sci.astro,0.00677294939687925
igor.rutgers.edu soc.religion.christian,0.016507698465896
talk.politics.gun waco,0.0035638205384091
isra talk.politics.mideast,0.00370066491363441
talk.politics.misc ca.polit,0.0030033438013559
talk.religion.misc alt.ath,0.0046392041740899
alt.ath atheist,0.0041852959635805
3d comp.graph,0.00269526275357719
comp.os.ms-windows.app comp.os.ms-windows.misc,0.00278910779215808
bio comp.sys.ibm.pc.hardwar,0.00304574747750535
centri comp.sys.mac.hardwar,0.0044137612581613
comp.windows.x news-mail-gatewai,0.0039456003226601
pc misc.forsal,0.00278788329645019
rec.auto rec.autos.tech,0.00322551411973701
rec.motorcycl bike,0.0154852715934436
pitcher rec.sport.basebal,0.00609172106487447
hockei rec.sport.hockei,0.00774770786904587
sci.crypt clipper,0.00747115039507821
sci.electron voltag,0.00214922688831525
sci.m rec.food.cook,0.00265263770172417
sci.astro,0.00677294939687925
soc.religion.christian igor.rutgers.edu,0.016507698465896
fbi talk.politics.gun,0.00332313091231332
talk.politics.mideast jew,0.00349144004219218
ca.polit,0.0030033438013559
christian talk.religion.misc,0.00419444971864517
atheist alt.ath,0.0041852959635805
comp.graph 3d,0.00269526275357719
comp.os.ms-windows.misc comp.os.ms-windows.app,0.00278910779215808
comp.sys.ibm.pc.hardwar bio,0.00304574747750535
comp.sys.mac.hardwar centri,0.0044137612581613
